hotel_id,hotel_name,country,city,hotel_type,star_rating,total_rooms,hotel_facilities,hotel_description,nearby_attractions,latitude,longitude,website,customer_id,first_name,last_name,full_name,email,phone,birth_date,gender,country_customer,city_customer,address,postal_code,language_preference,loyalty_level_customer,registration_date,marketing_consent,booking_id,booking_date,checkin_date,checkout_date,nights,adults,children,infants,room_type,rooms_booked,booking_channel,special_requests,is_cancelled,cancellation_date,cancellation_reason,total_price,room_price,tax_amount,service_fee,paid_amount,payment_status,payment_method,booking_source,promotion_code,discount_amount,created_timestamp,updated_timestamp,created_by,booking_status,review_id,review_rating,review_title,review_text,review_date,helpful_votes,is_verified_review,reviewer_location,stay_date,trip_type,room_type_reviewed,source_system,created_at,updated_at
H00259,"Wilson, Jones and Hopkins",Portugal,Lisbon,Resort,4,475,Restaurant,Part air where forward. Customer let everyone customer of.,Shopping Mall,2.881615,-113.759447,http://wilson.com/,C0003620,Jessica,Miller,Jessica Miller,stephanielong@example.org,692-544-5337x34727,1952-12-24,Other,Chile,Valparaíso,"03940 Joshua Village Apt. 779, Valparaíso",LC 53949,tr,Platinum,2025-04-20,False,BKG_000000948,2024-12-03,2026-05-20,2026-05-24,4,2,2,1,double,1,Web,Extra bed,True,2025-05-08,,1233.8,886.23,7.25,67.17,1090.81,Paid,Debit Card,Airbnb,NO_PROMO,109.06,2024-03-11 11:28:47,0000-00-00,AGENT,Pending,REV_00000948,3,Company enter kind reach each cold.,Section economy and kind. Author region arrive suggest.,2024-01-07,80,False, Kisumu ,2025-09-18,Business,single,CloudBooking,2024-03-11 11:28:47,0000-00-00
H00651,"Vasquez, Allison and Munoz",???,   ,Business Hotel,2,100,Free WiFi,I a popular performance say support defense. Tell less throw attention civil. Word too trip leader.,Historic Site,24.941651,60.37023,   ,C0004528,Brian,Martinez,Brian Martinez,hallsteve@example.net,001-609-541-8221,1990-06-02,Other,South Africa,Cape Town,"68708 Joe Streets Suite 194, Cape Town",HW 67796,en,Bronze,2025-01-14,False,BKG_000000949,2024-02-19,2026-10-17,2026-10-18,1,1,1,0,single,2,Agent,Extra bed,True,2025-03-17,No Show,1277.09,1208.02,96.42,19.58,152.54,Paid,Credit Card,Expedia,PROMO858,80.96,!!2025-03-17 13:37:27,2025-08-26 17:49:15,API,--,REV_00000949,3,Character long tell run view.,Unit decision tough others decision teach. Brother event special establish hundred base. Accept fine late make.,2024-04-23,31,False,Durban,2025-02-18,Solo,double,APIGateway,!!2025-03-17 13:37:27,2025-08-26 17:49:15
H00240,Guzman and Sons,Czech Republic,Prague,Business Hotel,4,367,"Pool,Gym,Spa",Have your discussion real news TV gun. Lay price which third response group indeed.,Historic Site,-4.821527,-55.221264,,C0004841,Christian,Cruz,Christian Cruz,alexmueller@example.com,000-000-0000,1984-08-16,F,Slovakia,Nitra,"672 Nixon Divide, Nitra",VK 44387,fr,Gold,2023-11-26,False,BKG_000000950,2024-07-17,2025-12-08,2025-12-18,10,3,2,1,single,,Web,No requests,True,2024-12-13,Customer Request,1829.19,1347.01,272.43,41.9,895.98,Failed,PayPal,TravelAgency,,101.16,2025-04-26 00:53:56,2025-06-02 22:52:21,SYSTEM,Cancelled,REV_00000950,1,Wind remain tell address job resource chair catch.,Note sport yeah these. Myself agent answer near. State page cost meeting.,2024-02-08,85,True,Rabat,2025-04-25,Couple,suite,APIGateway,2025-04-26 00:53:56,2025-06-02 22:52:21
H00896,Wiley LLC,Netherlands,Eindhoven,Luxury Hotel,5,333,Free WiFi,This before investment the camera. Day management fund husband administration art happy.,Historic Site,-56.503998,136.236091,http://www.fisher.com/,C0001589,Jeremy,Solomon,Jeremy Solomon,gouldluis@example.com,+1-757-249-9474x76861,,F,Kenya,Kisumu,"430 Timothy Rest, Kisumu",WV 35580,es,,2025-10-27,False,BKG_000000951,2025-01-02,2026-01-23,2026-01-23,1,2,2,0,double,2, Mobile App ,   ,True,2025-09-11,--,1642.84,708.66,232.54,37.28,1024.34,Refunded,Credit Card,   ,PROMO522,170.82,2025-07-16 17:57:05,2025-02-08 21:38:55,AGENT,Cancelled,REV_00000951,3,Pay bank your read member without property.,Meeting large deep anything anything receive often. Turn it day subject shake choice manager know. Rest reach order thought oil.,2024-10-12,52,True,Wellington,2025-02-15,Family,suite,MobileApp,2025-07-16 17:57:05,2025-02-08 21:38:55
H00373,   ,South Korea,Incheon,City Hotel,3,279,"Pool,Gym,Spa","Simply support maybe opportunity produce. Case face lawyer theory.
Dark nice step one.",Historic Site,-19.933787,40.667004,https://cantrell-martin.com/,C0004307,barbara,Howard,barbara Howard,erinjohnson@example.com,299-798-9148x6174,1958-02-21,Other,Japan,Osaka,"68276 David Heights, Osaka",WA 49941,en,,2025-05-15,False,BKG_000000952,2025-04-01,2025-07-02,2025-07-15,13,4,3,0,Single,1,Mobile App,,True,2025-03-10,Payment Failed,160.46,281.53,66.93,98.65,108.55,failed,Credit Card,Booking.com,PROMO371,133.21,2025-02-09 07:27:01,2025-02-03 12:34:31,API,cancelled,REV_00000952,5,???,Production change spring quickly if site measure page. Condition rather add something sea forward. Although remain although.,2024-03-13,,False,Quebec City,2025-05-03,Leisure,double,--,2025-02-09 07:27:01,2025-02-03 12:34:31
H00071,Oneal-Garcia,Argentina,La Plata,Boutique,2,130,Free WiFi,Open thank hear teacher water share. Manager home tax husband impact morning.,"Beach,Museum,Park",-60.355722,144.926364,http://www.miller-holland.com/,C0000088,Jose,Lara,Jose Lara,merrittkenneth@example.net,7883789727,1948-06-11  ,F,   ,Mecca,"14243 Taylor Vista, Mecca",SR 99529,de,Silver,2023-03-03,True,BKG_000000953,,2026-07-02,2026-07-14,12,2,1,1,double,3,Agent,Late check-in,True,2025-05-14,Hotel Closed,915.42,250.85,,17.33,Five,Refunded,PayPal,Airbnb,,84.68,2025-02-22 21:51:28,2025-07-20 22:25:47,AGENT,Pending,REV_00000953,1,,Plan too at free bring. Yard hard add hard rise.,2025-07-13,48,False,Ankara,2025-01-15,Solo,double,CloudBooking,2025-02-22 21:51:28,2025-07-20 22:25:47
H00272,Garcia Inc,United Kingdom,Birmingham,City Hotel,1,448,Restaurant,Last college respond town write bit cost. Always wind already remain.,"Beach,Museum,Park...",33.369493,36.167755,http://patton-harmon.com/,C0002641,Taylor,Morales,Taylor Morales,hudsonsamuel@example.org,632-250-2007,1974-08-22,F,Chile,Viña del Mar,"948 William Road Suite 596, Viña del Mar",AR 67952,tr,,2025-06-05,True,BKG_000000954,2023-11-27,2026-07-31,2026-07-31,1,3,3,2,single,1,Mobile App,,False,,,184.83,1036.23,60.94,93.56,0,Refunded,Credit Card,Expedia,NO_PROMO,98.44,2024-07-20 06:30:49,2024-11-08 01:45:11,SYSTEM,CONFIRMED,REV_00000954,4,Set federal media use whom effort above.,List trial professor else another concern indicate conference. Throw bar age adult travel indicate. Treat interview fund writer market.,2025-09-07,Five,False,Johor Bahru,2025-04-29,Leisure,double,APIGateway,2024-07-20 06:30:49,2024-11-08 01:45:11
H00654,Rodriguez PLC,Spain,Seville,Luxury Hotel,4,209,Restaurant,He speech create trip when standard. Food class maybe make result none. Evidence current reach.,Historic Site,35.43001,-113.887834,http://www.dudley.biz/,C0003276,Jordan,Rogers,Jordan Rogers,dustin85@example.com,001-726-398-8493x035,1988-01-11,Other,Bulgaria,Burgas,"059 Jacobs Rapids, Burgas",LI 53129,tr,Silver,2024-01-14,False,BKG_000000955,2025-06-11,2025-04-13,2025-04-26,13,3,2,2,suite,2,Web,   ,False,,,248.71,1328.35,143.78,0.25,124.48,Refunded,PayPal,Airbnb,PROMO109,87.87,2025-09-23 04:06:15,2024-12-10 00:43:24,API,Confirmed,REV_00000955,4,Perhaps adult indeed little product.,Station yes group store economy ready. Rock plan future join available well policy. Treat loss watch scene painting.,2025-06-23,15,False,Linköping,2025-06-15,Business,suite,CloudBooking,2025-09-23 04:06:15,2024-12-10 00:43:24
   ,Johnson-Johnson,Morocco,!!Rabat,Budget Hotel,5,247,"Pool,Gym,Spa...",Physical leg among because. As military trial professional change quite agreement.,Historic Site,-37.375582,-115.703595,http://www.miller.com/,C0002912,Jillian,Brown,Jillian Brown,zalvarez@example.org,221.672.0922x13768,1977-03-06,M,Hungary,Debrecen,"53281 Shelby Oval, Debrecen",VS 16450,fr,Bronze,2024-01-11,,BKG_000000956,2024-10-30,2025-11-10,"Jan 32, 2025",5,2,1,0,suite,2,Agent,Late check-in,True,2025-06-12,Hotel Closed,1359.86,945.01,298.62,40.53,549.91,Failed,PayPal,Booking.com,PROMO976,154.3,2024-11-14 07:35:51,2024-11-08 01:50:18,USER,Cancelled,REV_00000956,0,Nothing fight pressure possible stay.,Minute speak coach ground interview artist. Need peace store local. Ahead social population past detail.,2025-01-21,23,???,Berlin,2025-09-27,Solo,single,LegacySystem,2024-11-14 07:35:51,2024-11-08 01:50:18
H00341,Fuller Inc,Turkey,Izmir,Budget Hotel,4,255,Free WiFi,"Become off I.
Administration certainly page over such certain. Test attack maybe.",Shopping Mall,87.746519,-153.08678,http://dean.com/,C0004252,Robert,Stevens,Robert Stevens,rollinsmark@example.com,653-624-5990,2002-02-10,--,Argentina,Mendoza,"225 Lopez Manor Suite 999, Mendoza",LY 95556,tr,Gold,2025-06-10,True,BKG_000000957,,2024-11-24,2024-12-07,13,1,0,0,single,2,Mobile App,Late check-in,!!False,2025-07-16,,1166.53,643.44,159.73,Ten,1013.92,Paid,Credit Card,Airbnb,PROMO974,65.75,2024-03-01 13:01:22,2025-05-03 19:06:28,USER,Cancelled,REV_00000957,2,Character force beat which about Congress.,Purpose say expect only. Night economy form produce reason. Room finish brother no night father occur.,2024-03-27,35,True,Chiang Mai,2025-02-04,Couple,single,CloudBooking,2024-03-01 13:01:22,2025-05-03 19:06:28
H00969,Edwards-Hensley,Morocco,Rabat,Business Hotel,3,57,"Pool,Gym,Spa",Together must red my book.,"Beach,Museum,Park",-82.662502,-42.779892,http://www.parker.com/,C0002352,Lori,Larson,Lori Larson,amyrogers@example.org,+1-618-251-7950x12262,1990-10-17,Other,Netherlands,The Hague,"233 Brown Courts, The Hague",DL 54928,es,Bronze,2025-08-08,True,BKG_000000958,2024-06-28,2025-02-03,"Jan 32, 2025",9,1,0,1,single,2,Phone,,False,,,1588.39,108.64,28.17,72.11,328.45,Failed,Debit Card,Expedia,PROMO881,153.34,2024-08-23 00:05:46,2025-04-11 19:17:45,SYSTEM,Confirmed,REV_00000958,2,Carry huge party Congress quality.,Then without water protect ahead various. Speech watch without. Agent main wonder sometimes ago.,2024-10-28,12,False,Nitra,2025-08-14,Solo,double,CloudBooking,2024-08-23 00:05:46,2025-04-11 19:17:45
H00672,Kemp-Clark,Slovakia,Bratislava,Resort,2,22,Free WiFi,Community behavior line owner hold. Fear discover customer material.,Historic Site,-29.616336,-0.545407,https://www.ramirez.info/,C0001835,Anthony,Leonard,Anthony Leonard,uingram@example.org,617.894.0394,1989-03-13,M,Hungary,Pecs,"293 ADAMS CRESCENT SUITE 750, PECS",BR 77778,tr,Gold,2024-09-20,True,BKG_000000959,2024-10-13,2024-11-01,2024-11-06,5,3,1,1,suite,2,Web,Late check-in,True,2025-05-26,,1068.25,885.63,112.48,45.16,1054.48,Paid,Cash,Airbnb,PROMO433,31.7,2024-12-12 16:28:51,2024-11-12 18:30:57,SYSTEM,Confirmed,REV_00000959,5,Identify poor decision probably.,Son relate carry everybody minute. Trial writer or tend animal. Operation management often town debate.,2025-06-13,9,False,Belo Horizonte,2025-01-09,Family,single,LegacySystem,2024-12-12 16:28:51,2024-11-12 18:30:57
H00138,"Chandler, Baker and Santos",Turkey,Istanbul,   ,4,62,Free WiFi, Test husband right push growth rule. Billion simply rest throughout market. Expect hard investment. ,"Beach,Museum,Park",-39.70474,40.815017,https://www.green.info/,C0003537,Melinda,Ochoa,Melinda Ochoa,zacharybennett@example.net,(381)760-2007x90407,1989-01-15,F,Poland,Wroclaw,"7122 Elizabeth Hill, Wroclaw",PH 46991,tr,Bronze,2024-10-28,False,BKG_000000960,2024-05-13,2025-04-18,2025-04-24,-1,4,0,0,single,2,Web,,True,2024-12-15,Customer Request,811.08,401.07,20.84,82.76,375.59,Paid,PayPal,TravelAgency,,77.97,2025-01-16 06:58:06,2025-03-11 14:59:19,USER,Confirmed,REV_00000960,2,Season develop community.,Where total significant off life activity past. Board art common institution nothing citizen among. Capital white system recently then unit create.,2025-09-05,93,False,Fes,2025-08-30,Business,single,MobileApp,2025-01-16 06:58:06,2025-03-11 14:59:19
H00786,Carpenter Inc,Canada,Calgary,City Hotel,5,116,Free WiFi, Wind education later pull with visit. Memory common situation line lead true fight. ,"Beach,Museum,Park",0.675106,-81.52749,http://www.perry.com/,C0001661,Christopher,Shaw,Christopher Shaw,joseph99@example.org,(749)687-9852,1952-03-12,M,Australia,Brisbane,"51340 Guerra Stravenue, Brisbane...",YN 82213,de,Silver,2024-04-26,True,BKG_000000961,2024-02-03,2026-10-02,2026-10-02,1,3,3,0,double,2,Phone,Extra bed,,,,690.86,1383.36,192.57,21.77,11.39,Failed,Credit Card,TravelAgency,NO_PROMO,102.48,2024-11-21 02:02:43,2025-08-10 21:59:40,   ,Confirmed,REV_00000961,5,Return write plan realize above speak.,Test they staff. Beautiful game heavy edge.,2025-09-28,14,False,Singapore,2025-04-18,Couple,double,MobileApp,2024-11-21 02:02:43,2025-08-10 21:59:40
H00738,"Wheeler, Smith and Lee",United Kingdom,Birmingham,Resort,5,453,Free WiFi,"Behind use expert bag lot political. Action effort should call could.
How seat movement.",Historic Site,0.895264,-170.342123,https://collins-salas.com/,C0001709,Seth,Walker,Seth Walker,nwise@example.net,001-513-441-6335,1966-03-26,F,Chile,Valparaíso,"6040 Andersen Crescent, Valparaíso",JS 95310,tr,Gold,2024-02-13,True,BKG_000000962,2024-06-06,2026-07-10,2026-07-12,2,4,0,0,suite,1,Agent,Extra bed,False,,,1880.93,221.22,238.77,48.78,969.23,Failed,PayPal,Booking.com,NO_PROMO,17.81,2024-09-16 17:30:39,2024-11-10 22:12:38,USER,Pending,REV_00000962,3,OUT WITHIN REACH OFFICER ONTO PLAN SOME.,Share like game early thousand Republican resource least. Put seat study. Simply debate movie vote.,2024-10-20,66,False,Granada,2024-12-04,Couple,single,APIGateway,2024-09-16 17:30:39,2024-11-10 22:12:38
H00027,Oneill-Arias,Greece,Athens,City Hotel,4,56,"Pool,Gym,Spa",Interview specific anything keep. As protect development available which.,Shopping Mall,-50.656314,-178.458645,https://www.myers-nunez.org/,C0002317,Bethany,Hanna,Bethany Hanna,chelsea06@example.net,+1-475-627-2339,1987-09-24,F,Hungary,___,"92671 Day Neck Suite 824, Pecs",NM 86939,tr,Platinum,2025-01-20,False,BKG_000000963,2024-05-15,2026-03-19,2026-03-24,5,2,2,2,single,3,Mobile App,,True,2025-10-01,No Show,402.19,101.16,45.9,79.49,32.57,Paid,PayPal,Booking.com,NO_PROMO,-1,2024-03-05 16:02:05,2025-09-06 13:06:07,API,Pending,REV_00000963,5,Worry me voice rather.,Community we claim recent hit address upon. Far find listen she.,2024-08-23,91,False,Cluj-Napoca,2025-03-13,Business,single,MobileApp,2024-03-05 16:02:05,2025-09-06 13:06:07
H00700,"Mann, Jones and Mccall",Romania,Bucharest...,Boutique,1,184,Free WiFi,Service tree protect important. Officer art modern choice other.,Historic Site,-17.152567,-7.652799,___,C0000181,James,Paul,James Paul,castanedashane@example.org,666-814-3011x489,1988-06-02,M,Denmark,Aarhus,"4832 Steven Plains Apt. 314, Aarhus",VV 32366,fr,Silver,2023-10-01,True,BKG_000000964,2025-04-19,2026-01-27,2026-01-31,4,2,0,1,suite,3,Mobile App,No requests,False,,,1360.64,675.38,233.74,-1,905.97,Refunded,Credit Card,Booking.com,,15.44,2025-09-13 21:01:06,2025-01-16 04:02:37,USER,Pending,REV_00000964,1,Where system blue position prepare their choice.,"Hard push church as speak. Shake close still themselves easy.
Control else physical market cell. Few month final view throughout view speak.",2025-04-22,22,True,Cali,2024-12-13,Business,suite,???,2025-09-13 21:01:06,2025-01-16 04:02:37
H00513,Myers-Holmes,Sweden,Linköping,Resort,5,255,Restaurant,"His history collection idea. Style example bit.
Very hit paper him control although.",Shopping Mall,-10.870733,-117.932034,http://www.valentine-pope.biz/,C0001735,Kirsten,Lynn,Kirsten Lynn,tracymills@example.net,+1-818-285-5691x2173,1960-01-28,Other,Saudi Arabia,Riyadh,"4116 Mark Squares, Riyadh",NO 65587,tr,Gold,2025-03-30,False,BKG_000000965,2024-09-19,2025-07-05,2025-07-14,9,2,0,1,single,1,Agent,Extra bed,True,2025-09-17,Payment Failed,317.5,86.4,234.35,-1,152.89,Refunded,Debit Card,Direct,,27.46,,2025-10-21 08:36:04,USER,___,REV_00000965,3,Play force as herself cover traditional.,"Song inside film executive camera. Executive realize cold TV.
Support wrong result north threat young box.",2024-05-16,56,True,Lausanne,2025-08-25,Business,suite,APIGateway,,2025-10-21 08:36:04
H00962,Jones-Thompson,France,Lyon,Business Hotel,3,149,Free WiFi,Attack interest beautiful early.,Shopping Mall,-74.808675,-68.912135,https://www.higgins-cruz.com/,C0001277,Michael,,Michael None,george01@example.net,779-619-8488x1886,1945-11-08,Other,Denmark,Aarhus,"2293 Caleb Ford Apt. 362, Aarhus",JZ 63271,tr,,2023-12-30,False,BKG_000000966,2023-12-18,2026-05-08,2026-05-15,7,4,0,0,--,2,Mobile App,Extra bed,True,2025-08-07,Customer Request,886.47,1258.68,289.47,70.99,310.34,Paid,Debit Card,Expedia,NO_PROMO,141.09,2025-04-05 02:06:58,2025-01-06 16:12:53,SYSTEM,Pending,REV_00000966,5,Rest score nature enter class budget.,Sure city early religious. Exist say space later.,2025-05-20,64,True,Porto,2024-11-16,Couple,single,LegacySystem,2025-04-05 02:06:58,2025-01-06 16:12:53
H00858,Hernandez-Green,   ,Uppsala,Budget Hotel,1,226,Free WiFi,Safe provide fish five player. Contain information detail white.,Historic Site,33.140004,-168.993586,http://hall.com/,C0004651,Stacie,Perez,Stacie Perez,shawn46@example.org,001-705-807-0279x19659,1951-08-01,M,Morocco,Rabat,"205 Hoffman Hill, Rabat",XL 15217,tr,Silver,2024-05-28,False,BKG_000000967,2024-07-10,2025-06-15,2025-06-22,7,1,1,0,single,1,Phone,Late check-in,True,"Jan 32, 2025",No Show,1580.55,1493.59,68.07,95.61,1562.43,Refunded,Cash,Airbnb,,198.53,2025-09-30 08:18:30,2025-04-04 20:17:41,AGENT,Cancelled,REV_00000967,5,Firm name deep always.,Interest want sell suddenly drive. Huge decision economy ten. Which charge performance just.,2024-04-22,12,False,Bruges,2025-02-25,Family,double,MobileApp,2025-09-30 08:18:30,2025-04-04 20:17:41
H00686,Giles and Sons,Colombia,Barranquilla,Resort,1,494,"Pool,Gym,Spa",Power miss television language. Music be another long reach. Doctor a join word.,Historic Site,14.094311,121.745012,http://jones.com/,C0003657,Shawn,Hobbs,Shawn Hobbs,vwilson@example.com,(960)769-3667,1977-09-05,Other,United Kingdom,Birmingham,"755 Davis Trace Suite 467, Birmingham",HL 27269,en,Silver,2025-07-27,False,BKG_000000968,2024-01-03,2025-01-14,2025-01-15,9999,1,1,0,double,3,Phone,Late check-in,True,2025-03-02,Customer Request,528.35,1154.32,93.44,35.68,426.44,Failed,Credit Card,TravelAgency,NO_PROMO,181.15,2024-11-02 08:43:49,2025-02-17 01:56:51,AGENT,Cancelled,REV_00000968,3,Situation senior fly remain.,Whole TV other financial. Federal paper appear fish early. Government black point general fast leader medical.,2024-12-08,34,True,Monterrey,"Jan 32, 2025",Business,single,MobileApp,2024-11-02 08:43:49,2025-02-17 01:56:51
H00894,"Jenkins, Turner and Carroll",Peru,Trujillo,Luxury Hotel,4,236,Restaurant,"Learn course blue stand discuss.
Yeah over letter season. Involve around fear coach live never.","Beach,Museum,Park",-75.391443,88.727558,http://www.miller.com/,C0004518,Diana,Reid,Diana Reid,tiffany35@example.org,715.663.1930x8042,1960-11-13,Other,Italy,--,"1748 Patrick Garden Suite 793, Milan",JI 72253,fr,Bronze,2025-09-10,True,BKG_000000969,2024-04-29,2025-04-14,2025-04-21,7,3,2,0,double,2,Mobile App,Extra bed,False,,,1458.79,302.69,,48.95,Five,Failed,PayPal,TravelAgency, PROMO287 ,65.54,2025-07-19 08:59:25,2025-02-21 22:20:21,USER,Cancelled,REV_00000969,2,Her on position set feeling.,Too show decide wonder peace simply reason. Total it debate factor age charge human. Far add reveal red factor.,2024-05-27,57,True,Athens,2025-03-24,Leisure,single,CloudBooking,2025-07-19 08:59:25,2025-02-21 22:20:21
H00644,"Chase, Perez and Bailey",South Africa,Johannesburg,Boutique,4,179,Free WiFi,Perhaps message someone mean technology deal suddenly. Until story indeed full action hour million.,Historic Site,10.872125,-107.748293,http://www.coleman.com/,C0002093,Christine,Cummings,Christine Cummings,garzaelizabeth@example.org,534-320-0693x69832,2003-05-31,M,Kenya,Nairobi,"149 Betty Cliffs Suite 550, Nairobi",AK 52066,es,,2023-08-09,True,BKG_000000970,2025-09-21,2025-11-29,2025-12-02,3,4,Ten,-1,suite,1,Agent,No requests,False,,,318.62,550.98,76.7,9999,9.19,Failed,Debit Card,TravelAgency,NO_PROMO,63.97,2024-11-02 09:37:52,2025-09-30 17:10:42,API,Pending,REV_00000970,5,Feeling always likely able rule treat worker.,Black security include ready including cell. Term simple particularly hair suffer above.,2024-11-08,9,False,Perth,2025-07-04,Leisure,suite,APIGateway,2024-11-02 09:37:52,2025-09-30 17:10:42
H00388,Estrada-Wang,Belgium,Leuven,Budget Hotel,3,320,Free WiFi,Congress can wall speech pressure single. Affect popular woman government then front four.,Historic Site,21.487998,-9.614023,https://www.mills.com/,C0001881,NATALIE,Martin,NATALIE Martin,qmoore@example.org,(507)659-7866,1949-11-16,M,United Arab Emirates,,"145 Andrea Circle, Ajman",LX 83097,tr,Platinum,2024-08-17,True,BKG_000000971,2024-07-24,2026-07-08,2026-07-08,1,2,0,2,suite,2,Agent,,False,,,634.39,42.93,224.2,57.28,0.8,Pending,Debit Card,Expedia,,169.56,2024-09-07 21:00:39,2025-07-18 15:47:40,AGENT,Pending,REV_00000971,4,Value picture important.,Election suggest truth inside. Mother research night. Particularly after sing help likely home perform.,2025-10-29,33,False,Barranquilla,2025-02-06,Couple,double,MobileApp,2024-09-07 21:00:39,2025-07-18 15:47:40
H00071,"Brown, Boyd and Cook",United Arab Emirates,Sharjah,Business Hotel,Ten,178,Restaurant,Hand wall year eight kid create. Maybe view few Republican able.,Historic Site,38.931145,88.047726,https://www.gonzalez.com/,C0004377,Pamela,Kennedy,Pamela Kennedy,david78@example.com,(926)865-2080,1948-03-16,F,Romania,Cluj-Napoca,"1804 Hart Common, Cluj-Napoca",VW 59479,fr,Gold,2024-09-26,False,BKG_000000972,2024-04-22,2026-10-07,2026-10-13,6,4,1,1,single,2,Mobile App,No requests,True,2025-06-28,Payment Failed,1833.18,1457.95,230.12,61.99,36.98,Failed,Cash,Direct,PROMO797,33.76,!!2024-08-28 15:07:28,2025-07-03 16:20:02,SYSTEM,Cancelled,REV_00000972,3,Field bar remain how.,Public say month court measure certainly. Shoulder available less word century owner nature.,2024-11-14,45,False,Ho Chi Minh City,2025-03-15,Business,single,LegacySystem,!!2024-08-28 15:07:28,2025-07-03 16:20:02
H00208,Liu Ltd,United States,Chicago,Budget Hotel,4,335,Restaurant,Forward pull onto agree energy myself live.,Shopping Mall,61.417156,-100.557315,https://www.rubio.com/,C0000656,,Anderson,None Anderson,john82@example.com,(341)943-3632,1997-07-10,Other,United States,New York,"84687 Patterson Tunnel Suite 448, New York",OI 89893,es,Silver,2024-07-14,False,BKG_000000973,2023-11-20,2025-04-26,2025-04-28,,1,1,2,suite,2,Agent,Late check-in,True,2025-06-18,Customer Request,121.07,458.8,80.22,16.79,80.54,Failed,Debit Card,Expedia,,48.89,2025-02-20 07:03:08,2025-05-04 18:26:25,SYSTEM,Pending,REV_00000973,1,Change model sign through.,Respond idea manage teach million week many. Drug bag task weight and senior and. Quite heavy realize sit soldier statement more.,2025-06-21,0,False,Helsinki,2024-11-25,Solo,suite,APIGateway,2025-02-20 07:03:08,2025-05-04 18:26:25
H00044,"Gomez, Wilson and Velasquez",Germany,Stuttgart,Boutique,,429,!!Restaurant,Image personal writer forget. Against race son development foot hit she.,"Beach,Museum,Park",12.245562,-104.229575,https://dickson.com/,C0004900,Margaret,Jones,Margaret Jones,barbara28@example.com,,1955-12-26,F,Morocco,Marrakesh,"1497 Joseph Bypass, Marrakesh",ST 91134,tr,Platinum,2023-10-22,True,BKG_000000974,2024-07-12,2025-04-11,2025-04-23,12,2,3,1,suite,1,Agent,Late check-in,True,2025-07-28,Payment Failed,1629.26,67.24,99.54,33.86,Five,Pending,PayPal,Airbnb,PROMO205,57.4,2025-06-26 16:08:46,2025-07-06 03:35:20,SYSTEM,Cancelled,REV_00000974,2,When reflect whole have.,Cell research call less brother between. Throughout white black audience. Area get approach bring.,2024-03-22,73,True,Tampere,2025-03-06,Solo,suite,LegacySystem,2025-06-26 16:08:46,2025-07-06 03:35:20
H00496,Zimmerman-May,United Kingdom,Birmingham,Luxury Hotel,5,164,"Pool,Gym,Spa",No peace usually fill. Wrong training determine cover.,"Beach,Museum,Park",-70.765511,166.492673,http://paul-hicks.com/,C0004044,Jerry,Vega,Jerry Vega,lindsaybryan@example.org,953.682.4227x9484,2002-05-03,F,Argentina,--,"26309 Smith Plaza Suite 186, Buenos Aires",FL 43433,de,Gold,2025-01-02,True,BKG_000000975,2024-08-19,2025-04-07,2025-04-16,9,1,0,1,___,2,Agent,Extra bed,True,2025-09-16,Payment Failed,,413.4,Five,30.44,0,Pending,,Airbnb,,0,2024-10-24 21:59:25,2025-08-08 07:28:59,SYSTEM,Cancelled,REV_00000975,5,Low factor relate great son.,"Billion available allow high government.
Say day fine simply. Direction bed event agree actually item.",2024-08-23,18,False,Zurich,2025-05-24,Business,suite,MobileApp,2024-10-24 21:59:25,2025-08-08 07:28:59
H00553,Cummings-Oliver,Sweden,Stockholm,Boutique,1,367,FREE WIFI,Bank training short control small assume.,Shopping Mall,-70.13618,-2.519056,https://ferguson.org/,C0000160,Kelly,Wright,Kelly Wright,russell75@example.net,987.753.3117,1956-10-29,M,Japan,Hiroshima,"70770 Rodriguez Viaduct, Hiroshima",LN 90842,tr,Gold,2025-08-07,False,BKG_000000976,2024-09-28,2025-11-24,2025-11-27,3,3,0,0,suite,3,Mobile App,Extra bed,True,2025-10-12,   ,1650.41,969.59,183.08,39.82,759.26,Paid,PayPal,TravelAgency,,150.78,2023-11-08 08:16:51,2025-08-05 17:40:49,API,Cancelled,REV_00000976,1,Quite month body management.,Cultural American catch soon inside moment world. Arrive could reach.,02/30/2025,46,True,Manchester,2025-09-29,Business,double,APIGateway,2023-11-08 08:16:51,2025-08-05 17:40:49
H00613,"Mccoy, Crawford and Hamilton",Australia,Brisbane,Luxury Hotel,2,472,Restaurant,I either into bring number tree kid. Teacher in up summer operation front despite.,Shopping Mall,-43.542856,103.041861,https://www.lynch.com/,C0001131,Dana,Holmes,Dana Holmes,mary33@example.com,574.981.8545x145,1989-04-23,Other,Poland,Wroclaw,"49936 Robert Square, Wroclaw",TN 58207,en,Bronze,2025-01-25,False,BKG_000000977,2024-02-29,2025-08-21,2025-08-23,2,2,1,0,double,3,Agent, Late check-in ,True,2025-02-16,Customer Request,1970.0,1374.3,233.03,11.32,627.35,Paid,Credit Card,Booking.com,NO_PROMO,22.25,2024-10-04 00:15:36,2025-03-04 00:10:56,USER,Cancelled,REV_00000977,5,Middle at day important maybe seek morning.,"Challenge out certain form model. Charge born street organization.
Anyone shake other among write painting between food.",2025-06-28,79,False,Bratislava,2025-06-10,Business,suite,MobileApp,2024-10-04 00:15:36,2025-03-04 00:10:56
